CMSA,DIVISION,METRO3,REGION,SMSA,ACCESS,AIR,AIRSYS,BATHS,BEDRMS,BUILT,BURNER,BUSPER,CELLAR,CLIMB,CONDO,COOK,DENS,DINING,DIRAC,DISH,DISPL,DRSHOP,DRY,EBAR,ELEV,EXCLUS,FAMRM,FLOORS,FLOT,FPINS,FPLWK,FRPL,FRPLI,FRSTOC,GARAGE,HALFB,HOTPIP,INCP,KEXCLU,KITCH,KITCHEN,LAUNDY,LIVING,LOT,MOBILTYP,MOPERM,MOSALL,MOSAPR,MOSAUG,MOSDEC,MOSFEB,MOSJAN,MOSJUL,MOSJUN,MOSMAR,MOSMAY,MOSNOV,MOSOCT,MOSSEP,NEWC,NUMAIR,NUNIT2,NUNITS,OARSYS,OTBUP,OTHFN,OTHRUN,OVEN,OWNLOT,PHONE,PLUGS,PORCH,PREOCC,PUBSEW,RECRM,REFR,ROOMS,SEWDIS,SEWDUS,SHARAT,SHARFR,SINHV,SINK,SINVV,SOTHV,SRECV,SRENTV,SSELV,STEAM,TENURE,TIMSHR,TRASH,TUB,TYPE,UNITSF,VACANC2,VACANC2B,VACANCY,WASH,WATER,WATERD,WELDUS,WELL,WHNGET,YRRND,BLDMNT,BLEAK,BSINK,CRACKS,DISAS,EBOARD,EBROKE,ECRUMB,EGOOD,EHOLER,ELEVWK,EMISSR,EMISSW,EROACH,ESAGR,ESLOPW,EVROD,EXPOSE,FREEZE,GRDMNT,HOLES,HOWH,IFBLOW,IFCOLD,IFDRY,IFSEW,IFTLT,ILEAK,LEAK,M12ROACH,M12ROD,MAJR1,MAJR2,MAJR3,MICE,MINR1,MINR2,MINR3,NLEAK1,NLEAK2,NOTSUR,NOWIRE,NUMBLOW,NUMCOLD,NUMDRY,NUMSEW,NUMTLT,OTHCLD,OTLEAK,PILEAK,PLEAK,PLUMB,RATFREQ,RATS,RLEAK,ROACHFRQ,TOILET,TREP,WATERS,WHYCD1,WHYCD2,WHYCD3,WHYCD4,WHYCD5,WLEAK,WTRHRL,ZADEQ,AMTI,AMTT,AMTW,AMTX,BUYI,BUYT,BUYT2,BUYW,BUYW2,CLPEVA,CONFEE,CPRICE,CSTMNT,DOWNPCT,DWNPAY,FLRENT,FMHOTF,FRENT,HELC,HELCN,HELUMN,HELUMP,HUDADMIN,HUDSAMP,IFFEE,INCS,LANPMT,LOOKHS,LOOKNS,LPRICE,LRENT,LVALUE,MCNT,MG,MHOTFE,NUMMOR,POOR,PRENT,PRIN01,PROJ,PVALUE,RAM,RCNTRL,REGMOR,RENT,RNTADJ,TADJ,TXRE,VALUE,VCHRMOV,ZSMHC,APPLY,CUSHOM,DLINE1,ELDER,FRSTHO,HCARE,HDSB,HERRND,HHAGE,HHCITSHP,HHEAR,HHGRAD,HHINUSYR,HHKIDU18,HHLDKID,HHMAR,HHNATVTY,HHPAR,HHPCARE,HHPERRND,HHPHEAR,HHPLINE,HHPMEMRY,HHPSEE,HHPWALK,HHRACE,HHREL,HHSEX,HHSPAN,HHSPOS,HHTEN,HMEMRY,HSEE,HWALK,KIDU18,LANG,MOVEDLY,NONREL,NOSTEP,NROWNR,NRPAYM,PER,PERSINT,RESPTYP,SAMEHH,SAMEHH2,SNITEV,STATUS,ZADULT,ZMVGRP,CROPSL,HHPQALIM,HHPQDIV,HHPQINT,HHPQOTHER,HHPQRENT,HHPQRETIR,HHPQSAL,HHPQSELF,HHPQSS,HHPQSSI,HHPQWELF,HHPQWKCMP,HHPVOTHER,HHSAL,LODG,QALIM,QDIV,QFS1,QINT,QOTHER,QRENT,QRETIR,QSELF,QSS,QSSI,QWELF,QWKCMP,SUBRNT,VCHER,VOTHER,VOTHER2,ZINC,ZINC2,ZINCH,ZINCN
'99','89','1','4','5775','1',2,'1',2,4,1970,'-6',1,3,-6,'3','1',1,0,-6,'1','1','2','1','2','-6',0,0,1,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','-6',1,'1',0,1,14000,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'2','2',0,0,'-6','-6','1','1','1','2','1',0,'1',7,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','1','-6','2','1',1,1700,'-6','-6',-6,'1','1','-6','5','-6',1973,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','-6','2',9,'1','-6','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','1','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',780,792,840,1350,'1','-6','-6','-6','-6',61,-6,-6,-7,'5','1',-6,-6,-6,'2',-6,-6,'2','-6','2','2','2','-6','-6','-6',40000,-6,-6,1,'1',-6,1,647,-6,1727,'-6',-6,'-6','-6',1,-6,'-6','-6','2',460000,'-6',2310,'-6','-6',2,2,'1','2','2','2',70,'1','2',42,-6,0,0,'1','057',-9,'2','2','2',1,'2','2','2','01',1,'1','2',2,'1','2','2','2',1,'1','2',0,'2','2','2',4,'1','1','1','1','-6','1',3,'0','-6','2','2','2','2','2','2','2','1','1','2','2','2',104800,0,-6,'2','2','-6','2','2','2','2','1','1','2','2','2','-6','-6',116115,116115,156515,156515,'1',-6
'99','89','2','4','5775','1',2,'1',1,2,1960,'-6',0,-6,2,'1','1',0,0,-6,'1','1','-6','2','-6','1',0,0,2,'-6','-6',2,'-6','-6','-6','1',1,'1','-6','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',50,'2','-6',0,0,'-6','-6','1','1','1','-6','1',0,'1',4,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,1000,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','2','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','1','-6','2','1','2',8,'2','-6','2','2','2','1','2','-6','2','1','1','1','-6','1','1','1','2','2','-6','1','-6','-6','-6','-6','-6','-6','-6','2','2','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','1','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','3','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,117,378,-6,'2',-6,'-6','2',-6,378,'2','-6','-6',-6,'-6',419,'1','-6',1,2,'-6','1','1','2',70,'2','2',44,1992,0,0,'1','096',-9,'2','2','2',1,'2','2','2','01',1,'1','2',2,'1','2','2','1',0,'1','2',0,'2','-6','-6',2,'2','6','1','1','-6','1',2,'0','-6','2','2','2','2','2','2','2','2','1','1','2','2',10560,0,-6,'2','2','2','2','2','2','2','2','1','1','2','2','1','2',16368,16368,16368,16368,'1',-6
'99','89','2','4','5775','1',2,'1',1,1,1995,'-6',0,-6,1,'3','1',0,0,-6,'2','1','-6','2','-6','2',0,0,2,'-6','-6',2,'-6','-6','2','2',0,'1','1','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',70,'2','-6',0,0,'-6','-6','1','1','2','-6','1',0,'1',3,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,540,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','-6','-6','-6','-6','-6','1','-6','-6','2','-6','-6','2','-6','2','1','2',10,'2','-6','2','2','2','2','2','-6','-6','1','1','1','-6','1','1','1','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','3','1','-6','-6','-6','3','2',-6,-6,-6,-6,'-6',-6,-6,13,153,-6,'-7',-6,'-6','2',-6,153,'2','-6','-6',-6,'-6',170,'2','-6',1,1,'-6','2','2','2',70,'4','2',44,2004,0,0,'3','231',-6,'2','2','2',1,'2','2','2','04',2,'2','2',-6,'1','2','2','2',0,'1','2',0,'1','-6','-6',1,'2','6','2','4','-6','1',1,'1','-6','2','2','2','2','2','2','2','2','1','2','2','2',1450,0,-6,'2','2','2','2','2','2','2','2','1','2','2','2','1','2',1450,1450,1450,1450,'2',7200
'99','89','1','4','5775','1',2,'2',1,2,1930,'-6',1,-6,0,'3','1',0,1,-6,'2','2','-6','2','-6','1',0,0,3,'-6','-6',1,'-9','-9','-6','1',1,'1','-6','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',4,'-6','-6',0,0,'-6','-6','-7','1','1','-6','1',0,'1',5,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','2','2','-6','2','1',1,1300,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','2','-6','2','3','2',7,'2','-6','2','2','2','2','2','-6','-6','4','-6','-6','-6','1','1','1','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','2','1',-6,-6,-6,-6,'-6',-6,-6,297,-6,-6,'-6',-6,'-6','1',-6,1025,'2','-6','-6',-6,'-6',1077,'-6','-6',1,0,'-6','2','2','2',52,'1','2',44,-6,0,0,'4','057',-6,'2','2','2',1,'2','2','2','02',2,'1','2',-6,'1','2','2','2',0,'1','1',0,'2','-6','-6',1,'2','6','2','4','-6','1',1,'1','-6','2','1','1','2','2','2','2','1','2','2','1','2',35660,0,-6,'2','1','-6','1','2','2','2','1','2','2','1','2','2','-6',35660,35660,35660,35660,'2',50000
'99','89','1','4','7400','1',2,'2',1,4,1970,'-6',0,-6,1,'1','1',0,1,-6,'2','1','-6','2','-6','1',0,0,2,'-6','-6',2,'-6','-6','-6','1',1,'1','-6','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',5,'-6','-6',0,0,'-6','-6','1','1','1','-6','1',0,'1',7,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','2','2','-6','2','1',1,-7,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','2','-6','2','1','2',8,'2','-6','2','2','2','2','2','-6','-6','1','1','1','-6','1','1','1','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','3','1','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,160,957,-6,'1',-6,'-6','-6',-6,2239,'-9','-6','-6',-6,'-6',1034,'1','-6',3,1,'-6','2','1','1',75,'4','1',33,1995,0,1,'6','242',-9,'2','1','1',1,'1','2','1','04',1,'2','2',-9,'1','1','2','1',1,'3','2',0,'1','-6','-6',4,'1','6','1','1','-6','1',3,'0','-6','2','2','2','2','2','2','2','2','2','1','2','2',13368,0,-6,'2','2','-6','2','1','2','2','2','2','1','2','2','1','2',24155,24155,38555,38555,'1',-6
'99','89','1','4','7500','1',2,'2',1,2,1950,'-6',-6,-6,0,'3','1',0,0,-6,'2','2','2','2','-6','1',-6,0,2,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','1',1,'1',0,1,-6,'-6',-7,'1','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',24,'-6','-6',0,0,'-6','-6','-6','1','2','-6','1',0,'1',4,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','2','-6','2','2','1',1,-7,'1','-6',1,'2','1','-6','5','-6',-6,'-6','-6','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','2',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6','-6','2','-6','1',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','-6','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,-6,-6,-6,'2',-6,'-6','-9',-6,1463,'-6','-6','-6',-6,'-6',-6,'-6','-6',-6,-6,'-6','-6','-6','-6',-6,'-6','-6',-6,-6,-6,-6,'-6','-6',-6,'-6','-6','-6',-6,'-6','-6','-6','-6',-6,'-6','-6',-6,'-6','-6','-6','-6',-6,'1','-6',-6,'1','-6','-6',-6,'2','2','1','-6','-6','3',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6',-6,-6,-6,'-9','-9','-6','-9','-9','-9','-9','-9','-9','-9','-9','-9','2','-6',-6,-6,-6,-6,'-6',-6
'99','89','1','4','7360','1',2,'2',1,2,1970,'-6',0,-6,3,'3','1',0,0,-6,'2','2','-6','2','-6','1',0,0,3,'2','-6',1,'-9','-9','-6','2',0,'1','2','2',1,'2',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',6,'-6','-6',0,0,'-6','-6','1','1','2','-6','1',0,'1',4,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','2','2','-6','2','1',1,1000,'-6','-6',-6,'2','1','-6','5','-6',-6,'-6','2','2','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','2','-6','1','2','2',9,'2','2','2','2','2','2','1','-6','-6','1','1','1','-6','1','1','1','-6','-6','-6','2','-6','-6','-6','-6','-6','-6','2','-6','-6','1','-6','-6','2','-6','1','-6','1','2','1','2','2','2','1','-6','2',203,-6,-6,-6,'1','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,453,-6,-6,'-6',-6,'-6','1',-6,1350,'2','-6','-6',-6,'-6',1396,'-6','-6',1,0,'-6','2','2','2',30,'1','2',40,-6,0,0,'1','057',-9,'2','2','2',2,'2','2','2','01',1,'2','2',1,'1','2','2','2',0,'1','2',0,'2','-6','-6',2,'1','6','2','2','-6','1',2,'0','-6','2','2','2','2','2','2','1','1','2','2','2','2',30568,4432,-6,'2','2','-6','2','2','2','2','1','2','2','2','2','2','-6',65568,65568,70000,70000,'2',100000
'99','89','1','4','7400','1',2,'1',2,4,1975,'-6',0,3,-6,'3','1',0,1,2,'1','1','2','1','2','-6',2,0,1,'-6','-6',1,'-6','-6','-6','1',0,'1','-6','-6',1,'1',0,1,6000,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'2','2',0,0,'-6','-6','1','1','1','2','1',0,'1',7,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','1','-6','2','1',1,1300,'-6','-6',-6,'1','1','-6','5','-6',1983,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','-6','2',8,'2','-6','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',650,360,360,3050,'1','-6','-6','-6','-6',55,-6,-6,500,'0','8',-6,-6,-6,'2',-6,-6,'2','-6','2','2','2','-6','-6','-6',120000,-6,-6,1,'1',-6,1,643,-6,1700,'-6',-6,'-6','-6',1,-6,'-6','-6','2',550000,'-6',2254,'-6','-6',1,2,'2','2','1','2',68,'1','1',44,-6,0,0,'1','057',-9,'2','2','1',1,'2','2','2','01',1,'1','2',2,'1','2','2','2',0,'1','2',0,'2','2','2',2,'2','1','2','5','-6','1',2,'0','-6','2','2','2','2','2','1','2','2','1','2','2','2',80000,0,-6,'2','2','-6','2','2','2','1','2','1','2','2','2','-6','-6',89600,89600,89600,89600,'1',-6
'99','89','2','4','5775','1',2,'2',1,3,1975,'-6',0,4,-6,'1','1',0,1,-6,'1','1','2','1','2','-6',0,0,2,'-6','-6',2,'-6','-6','-6','1',1,'1','-6','-6',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'2',1,'-6','2',0,0,'-6','-6','1','1','1','2','1',0,'1',6,'-6','-6','2','2','-6','1','-6','-6','-6','-6','-6','-6','1','-6','2','1',1,1068,'-6','-6',-6,'1','1','-6','5','-6',1998,'-6','-6','-6','1','2','-6','2','2','2','1','2','-6','2','2','2','2','2','2','-6','2','-6','2',8,'2','-6','2','2','2','2','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',500,240,-6,2250,'1','-6','-6','2','-6',-6,275,-6,2000,'5','2',-6,-6,-6,'2',-6,-6,'2','-6','2','1','-6','-6','-6','-6',150000,-6,-6,-6,'2',-6,-6,146,-6,-6,'-6',-6,'2','-6',-6,-6,'-6','-6','2',350000,'-6',752,'-6','-6',2,2,'2','2','2','2',68,'4','2',42,1996,0,0,'1','207',-9,'2','2','2',1,'2','2','2','04',1,'2','2',2,'1','2','2','2',0,'3','2',0,'2','2','2',2,'1','1','1','1','-6','1',2,'0','-6','2','2','2','2','2','2','2','2','1','2','2','2',6600,0,-6,'2','2','2','2','2','2','2','2','1','2','2','2','-6','-6',20400,20400,20400,20400,'1',-6
'99','89','2','4','7360','1',2,'2',1,0,1960,'-6',0,-6,1,'3','1',0,0,-6,'2','2','-6','2','-6','1',0,0,2,'-6','-6',2,'-6','-6','-6','2',0,'1','1','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',6,'-6','-6',0,0,'-6','-6','1','1','1','-6','1',0,'1',2,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','2','2','-6','2','1',1,400,'-6','-6',-6,'2','1','1','5','-6',-6,'-6','3','-6','1','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','1','-6','2','2','2',5,'1','-6','1','2','2','2','2','-6','1','2','2','2','2','2','2','2','-6','-6','2','1','1','-6','1','-6','-6','-6','-6','-6','-6','1','1','1','-6','-6','1','-6','2','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','2','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,88,200,-6,'1',-6,'-6','-6',-6,800,'2','-6','-6',-6,'-6',219,'1','-6',1,0,'-6','2','1','1',60,'1','2',45,-6,0,0,'6','057',-6,'2','1','2',1,'2','2','1','01',2,'2','2',-6,'1','2','2','1',0,'1','2',0,'2','-6','-6',1,'1','6','1','1','-6','1',1,'0','-6','2','2','2','2','2','2','2','2','2','1','2','1',10632,0,-6,'2','2','2','2','2','2','2','2','2','1','2','1','1','2',10632,10632,10632,10632,'1',-6
'99','89','1','4','8720','1',2,'2',2,3,1975,'-6',0,3,-6,'3','1',0,0,-6,'2','2','-6','1','2','-6',0,0,1,'-6','-6',2,'-6','-6','-6','1',0,'1','-6','-6',1,'1',1,1,5600,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'1',1,'-6','2',1,0,'-6','-6','1','1','1','-6','1',0,'1',6,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,1050,'-6','-6',-6,'1','1','6','5','-6',-6,'-6','2','-6','1','2','-6','2','2','2','-9','2','-6','2','2','2','2','1','2','-6','3','1','1',6,'2','-6','2','2','2','1','2','-6','-6','4','-6','-6','-6','1','1','1','2','2','-6','1','-6','-6','-6','-6','-6','-6','-6','2','1','1','-6','-6','-6','-6','1','-6','2','-6','-6','-6','-6','-6','-6','2','1',-6,84,-6,-6,'2','-6','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','1','1',-6,-6,-6,-6,'-6',-6,-6,86,-6,-6,'-6',-6,'-6','2',-6,850,'2','-6','-6',-6,'-6',965,'-6','-6',1,0,'-6','1','1','1',46,'1','2',38,-6,1,1,'1','057',-9,'1','1','2',1,'1','2','1','01',1,'2','1',2,'1','1','2','1',1,'1','1',0,'2','-6','-6',3,'1','6','2','4','-6','1',2,'1','-6','2','2','2','2','2','2','2','2','2','1','2','2',13000,0,-6,'2','2','1','2','2','2','2','2','1','1','2','2','2','-6',16000,16000,16000,16000,'2',-7
'99','89','1','4','7360','1',2,'2',1,2,1919,'-6',0,-6,2,'3','1',1,0,0,'2','2','-6','1','-6','1',1,0,2,'-6','-6',2,'-6','-6','-6','2',0,'1','2','1',1,'1',1,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',4,'-6','-6',0,0,'-6','-6','1','1','1','-6','1',0,'1',5,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,1000,'-6','-6',-6,'1','1','-6','5','-6',-6,'-6','2','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','2','-6','1','2','2',10,'1','2','2','2','2','2','2','-6','-6','2','3','1','-6','1','1','1','-6','-6','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','2','2','1','2','2','-6','-6','1',-6,-6,-6,-6,'2','2','-6','2','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','3','2',-6,-6,-6,-6,'-6',-6,-6,780,-6,-6,'-6',-6,'-6','1',-6,2000,'2','-6','-6',-6,'-6',2030,'-6','-6',1,0,'-6','2','2','2',53,'1','2',45,-6,1,1,'1','057',-9,'2','2','2',2,'2','2','2','01',1,'1','2',1,'1','2','2','2',1,'1','1',0,'2','-6','-6',3,'2','6','2','4','-6','1',2,'1','-6','2','2','2','2','2','2','1','2','2','2','2','2',-13,85000,-6,'2','2','-6','2','2','2','2','2','2','2','2','2','2','-6',-26,-26,144974,144974,'1',-6
'99','89','2','4','5775','-6',-6,'-6',-6,-6,-6,'-6',-6,-6,-6,'-6','-6',-6,-6,-6,'-6','-6','-6','-6','-6','-6',-6,-6,-6,'-6','-6',-6,'-6','-6','-6','-6',-6,'-6','-6','-6',-6,'-6',-6,-6,-6,'-6',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','2',-6,'-6',-6,'-6','-6',-6,-6,'-6','-6','-6','-6','-6','-6','-6',-6,'-6',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6',1,-6,'-6','-6',-6,'-6','-6','-6','-6','-6',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6','-6',-6,-6,-6,'-6',-6,-6,'-6','-6','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,-6,-6,-6,'-6',-6,'-6','-6',-6,-6,'-6','-6','-6',-6,'-6',-6,'-6','-6',-6,-6,'-6','-6','-6','-6',-6,'-6','-6',-6,-6,-6,-6,'-6','-6',-6,'-6','-6','-6',-6,'-6','-6','-6','-6',-6,'-6','-6',-6,'-6','-6','-6','-6',-6,'-6','-6',-6,'-6','-6','-6',-6,'1','-9','1','-6','-6','4',-6,'-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6','-6',-6,-6,-6,'-9','-9','-6','-9','-9','-9','-9','-9','-9','-9','-9','-9','-6','-6',-6,-6,-6,-6,'-6',-6
'99','89','1','4','5775','1',2,'2',1,2,1940,'-6',0,-6,1,'3','1',0,1,-6,'2','2','-6','1','-6','1',0,0,1,'-6','-6',2,'-6','-6','-6','2',0,'1','1','1',1,'1',0,1,-6,'-6',-6,'2','2','2','2','2','2','2','2','2','2','2','2','2','2',-6,'3',2,'-6','-6',0,0,'-6','-6','1','1','2','-6','1',0,'1',5,'-6','-6','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','2','-6','2','1',1,800,'-6','-6',-6,'1','1','-6','5','-6',-6,'-6','1','-6','1','2','-6','-6','-6','-6','-6','-6','-6','-6','-6','2','-6','-6','2','-6','2','2','2',10,'2','-6','2','2','2','2','2','-6','-6','1','1','1','-6','3','1','1','-6','-6','-6','1','-6','-6','-6','-6','-6','-6','-6','-6','-6','1','-6','-6','-6','-6','1','-6','1','-6','-6','-6','-6','-6','-6','-6','1',-6,-6,600,-6,'2','2','-6','-6','-6',-6,-6,-6,-6,'-6','-6',-6,-6,12,'-6',-6,-6,'-6','4','2','-6','-6','-6','-6','-6',-6,-6,-6,-6,'-6',-6,-6,166,-6,-6,'-6',-6,'-6','2',-6,1150,'2','-6','-6',-6,'-6',1281,'-6','-6',1,0,'-6','2','2','2',35,'5','2',34,2000,2,2,'1','315',-9,'2','2','2',1,'2','2','2','01',1,'1','1',2,'1','2','2','2',2,'2','2',0,'2','-6','-6',4,'1','7','1','1','-6','1',2,'0','-6','2','2','2','2','2','2','1','1','2','2','2','2',2500,32400,-6,'2','2','-6','2','2','2','2','1','2','2','2','2','2','-6',6500,6500,38900,38900,'1',-6
