,County Name,State,ObamaVotes.12,RomneyVotes.12,votes_dem.16,votes_gop.16,total_votes.16,per_dem.16,per_gop.16,diff.16,per_point_diff.16,bushVote.04,kerryVote.04,Total.Precincts.08,Precincts.Reporting.08,Obama.08,McCain.08,Other.08,name,x_coord,y_coord,state_abbr,total_population,white_population,white_population_error,black_population,black_population_error,total_households,average_household_size,average_family_size,fertility,enrolled_hs,enrolled_higher_ed,edu_less_than_9th,edu_hs_no_diploma,edu_hs_diploma,edu_college_no_degree,edu_college_bachelors,edu_college_graduate_professional,in_labor_force_yes,in_labor_force_no,public_transportation_to_work,working_at_home,occupation_management_business_science_arts,income_less_than_10000,income_10000_to_24999,income_25000_to_49999,income_50000_to_99999,income_100000_to_149999,income_150000_to_199999,income_more_than_200000
2259,pitkin,colorado,6648,2941,7239,2522,10387,0.6969288534,0.2428035044,1816,1336,2750,6275,10,10,7260,2448,137,Pitkin,-106.921365,39.220673,CO,16389,15654,175,NA,NA,7417,2.21,2.85,253,747,720,249,243,1387,2420,5281,2193,10726,3158,1114,1130,4746,391,695,1625,2104,964,964,1119
2260,pitt,north carolina,40701,35534,40967,35191,78264,0.5234462844,0.449644792,2055,2366,28099,24386,40,40,39763,33429,251,Pitt,-77.376724,35.590834,NC,161385,96928,816,54735,693,64005,2.42,3.09,2114,8813,28776,5217,8859,24794,20296,16874,9798,85589,43037,373,1723,28467,8914,13557,16641,16318,5366,5366,1526
2261,pittsburg,oklahoma,4813,10785,3704,12740,17250,0.2147246377,0.7385507246,2627,1643,11134,7452,49,49,5454,11739,0,Pittsburg,-95.748811,34.925128,OK,45417,33641,557,1541,1111,18623,2.28,2.81,663,2629,1321,1826,3961,12177,6451,3241,1570,18885,17957,29,634,4614,1838,4237,5387,5311,1202,1202,294
2262,pittsylvania,virginia,10855,19275,9195,21742,31687,0.2901820936,0.6861488939,243,1092,17673,9274,30,30,11401,18724,259,Pittsylvania,-79.397333,36.820155,VA,63147,47388,324,14177,260,26563,2.34,2.82,646,3297,2893,4441,6323,16107,8881,3955,1808,30745,20455,229,962,6527,2464,5890,7960,7693,1846,1846,212
2263,piute,utah,74,696,31,537,617,0.0502431118,0.8703403566,1895,2482,642,123,6,6,141,635,22,Piute,-112.129709,38.335937,UT,1661,1560,195,NA,NA,539,2.77,3.32,14,207,45,18,97,395,286,109,55,601,587,0,65,206,28,162,132,160,52,52,3
2264,placer,california,49126,74460,43915,55212,105157,0.4176136634,0.5250435064,137,49,84551,49519,379,379,64460,80209,2465,Placer,-120.727661,39.06498,CA,336477,284169,159,4502,605,129153,2.58,3.05,4169,20919,21399,6072,9837,47371,62151,52571,24739,168436,94716,1644,11741,63861,4496,13716,24564,41745,24756,24756,9046
2265,plaquemines,louisiana,3597,6469,3347,6900,10572,0.3165909951,0.6526674234,1477,852,7866,4181,18,18,3378,6889,175,Plaquemines Parish,-89.48146,29.391156,LA,22710,16406,1105,4917,108,7718,2.84,3.32,279,1434,1230,859,1974,4785,3608,1870,636,10511,6631,59,195,2943,468,1274,1789,2348,1348,1348,186
2266,platte,missouri,19171,25617,18915,24975,46641,0.405544478,0.5354730816,2125,110,23298,18404,35,35,21454,24458,560,Platte,-94.770666,39.377883,MO,86894,76644,644,4596,460,35065,2.46,2.99,1243,4964,6238,831,2614,14400,14405,14376,7092,49204,18695,345,1894,18684,1254,3420,8051,12116,6208,6208,1775
2267,platte,nebraska,3095,9963,2612,10864,14047,0.1859471773,0.7734035737,2519,1916,10995,2609,31,31,3734,9279,209,Platte,-97.525384,41.568353,NE,31675,30243,579,NA,NA,12378,2.54,3.14,370,2363,1463,1004,1096,7040,5162,2745,1116,17666,6525,13,749,4501,780,1739,3736,4454,1278,1278,175
2268,platte,wyoming,1223,3136,719,3437,4460,0.1612107623,0.7706278027,1139,1997,3127,1318,13,13,1407,2993,126,Platte,-104.961471,42.129337,WY,8655,8270,55,NA,NA,3737,2.31,2.83,52,492,356,193,489,2299,1604,663,412,4493,2536,16,339,1250,165,812,1201,1085,316,316,58
2269,pleasants,west virginia,942,1805,620,2342,3130,0.1980830671,0.7482428115,616,1750,2023,1333,11,11,1127,1753,60,Pleasants,-81.162542,39.371449,WV,7664,7441,93,NA,NA,2591,2.82,3.65,65,436,418,184,521,2638,1239,366,206,3215,3023,9,90,774,281,573,626,931,164,164,0
2270,plumas,california,3670,5240,3224,5079,8830,0.3651189128,0.575198188,716,389,6681,3923,29,29,4715,6034,276,Plumas,-120.834136,40.010792,CA,20392,18706,349,NA,NA,10090,2.01,2.49,187,1148,934,262,923,4611,5036,1920,1108,9867,7254,4,507,2508,847,1748,3096,3033,906,906,197
2271,plymouth,iowa,4148,8577,2878,9659,13057,0.2204181665,0.7397564525,2248,1625,7778,4251,14,14,4564,7744,77,Plymouth,-96.216082,42.73672,IA,24933,24060,116,NA,NA,9804,2.53,3.02,335,1697,914,678,790,6479,3877,2299,1012,14143,5152,58,851,4058,317,1558,2342,3785,1157,1157,339
2272,plymouth,massachusetts,129577,119833,133828,114722,264168,0.5066018594,0.4342766724,754,2336,105603,125178,142,142,131457,112681,3801,Plymouth,-70.737379,41.990716,MA,490784,424968,123,39416,1061,178983,2.67,3.18,5724,29603,27929,9043,18073,102161,62581,69802,37542,265893,118278,11813,8645,91261,8013,19325,32322,59572,35094,35094,11172
2273,pocahontas,iowa,1518,2388,962,2692,3831,0.2511093709,0.7026885931,626,1324,2440,1822,12,12,1794,2131,61,Pocahontas,-94.678171,42.733449,IA,7509,7372,281,NA,NA,3317,2.18,2.79,57,505,247,178,272,2170,1288,654,232,3970,2125,0,363,1209,217,679,1015,1073,267,267,22
2274,pocahontas,west virginia,1298,2167,924,2474,3619,0.2553191489,0.6836142581,485,1227,2282,1565,15,15,1538,1993,82,Pocahontas,-80.007876,38.322017,WV,8808,8734,749,NA,NA,3812,2.18,2.58,78,436,188,528,856,3032,1025,680,213,3841,3440,0,94,893,331,1028,1342,904,151,151,30
2275,poinsett,arkansas,2387,4967,1878,3149,5283,0.355479841,0.5960628431,261,488,3554,4068,10,10,2740,4900,291,Poinsett,-90.663212,35.577391,AR,24703,22427,1117,1718,104,9545,2.55,3.12,306,1330,670,2035,2481,7271,2745,1044,422,11142,8243,11,314,2081,1334,2394,2989,2303,356,356,44
2276,pointecoupee,louisiana,5436,6548,4764,6789,11761,0.4050675963,0.5772468328,820,258,5429,5712,29,29,5516,6702,217,Pointe Coupee Parish,-91.60042,30.708212,LA,22837,13930,141,8528,108,8859,2.54,3.21,366,1160,780,1426,2357,6088,2649,1468,902,10557,7347,5,384,2669,1033,1964,2193,2484,782,782,213
2277,polk,arkansas,1556,5950,1210,6606,8121,0.148996429,0.8134466199,1976,2178,5181,2468,19,19,1955,5470,250,Polk,-94.224002,34.474769,AR,20490,18962,222,NA,NA,8156,2.48,2.99,310,1201,790,874,1901,5346,3710,896,520,8778,7342,0,210,1984,746,2314,2768,1792,385,385,21
2278,polk,florida,114610,131566,117182,157216,283828,0.4128627197,0.5539129332,1617,153,123532,85983,166,166,113552,128658,2086,Polk,-81.70007,27.959784,FL,590116,456933,278,84564,985,223689,2.58,3.05,8810,29229,27175,26321,45563,145978,77548,49181,22249,273021,192817,1256,7411,70254,15815,43725,66071,71359,18358,18358,4141
2279,polk,georgia,3608,9798,2863,11006,14158,0.2022178274,0.777369685,2500,1864,8467,3868,13,13,4052,9850,201,Polk,-85.182021,33.999159,GA,41095,33871,842,5201,162,14623,2.77,3.24,686,1999,1659,3136,4348,10077,4684,1722,1270,19034,12435,98,316,3671,1407,3329,4638,3900,1093,1093,141
2280,polk,iowa,128264,96029,119671,93421,228420,0.5239077139,0.4089878294,1094,68,95056,103774,184,184,119569,88983,2790,Polk,-93.568953,41.6808,IA,419301,358859,64,23696,931,168352,2.44,3.03,6256,23063,26771,9017,15955,74704,58267,63856,25946,239251,84088,3940,7846,84916,8907,24784,41044,58049,22798,22798,5961
2281,polk,minnesota,6773,7615,4712,8979,14698,0.3205878351,0.6108994421,1684,681,8724,6729,82,82,7849,7148,265,Polk,-96.399564,47.774622,MN,31336,29352,319,NA,NA,12509,2.32,2.85,543,2011,1930,1356,1363,6610,4858,2957,1295,16593,8319,248,626,4860,933,2412,3212,4372,1169,1169,162
2282,polk,missouri,3580,9252,2630,10435,13709,0.1918447735,0.7611787877,2441,1843,8586,3775,22,22,4553,8956,188,Polk,-93.400524,37.616783,MO,30729,28035,968,NA,NA,11718,2.48,2.93,581,1390,2896,1228,2775,7521,3829,2106,1151,13623,10363,51,635,3732,1076,3025,3460,3130,773,773,153
2283,polk,nebraska,527,1886,411,2019,2538,0.1619385343,0.7955082742,534,2089,1886,454,7,7,665,1810,45,Polk,-97.5705,41.188157,NE,5412,5280,569,NA,NA,2230,2.43,2.89,97,331,182,62,211,1556,904,434,183,2833,1438,0,246,888,94,383,666,896,115,115,35
2284,polk,north carolina,4000,6219,3715,6738,10723,0.3464515527,0.6283689266,1282,650,4846,3516,9,9,4394,5986,122,Polk,-82.166223,35.277434,NC,20289,18703,377,996,2,9038,2.19,2.71,72,1031,781,876,1252,4703,3080,2493,1661,9282,7730,54,438,2152,530,2133,2361,3040,721,721,93
2285,polk,oregon,15761,17377,15741,18333,37030,0.4250877667,0.4950850662,1081,2285,19140,15175,19,19,17046,17272,687,Polk,-123.417179,44.906346,OR,73745,64640,909,NA,NA,27690,2.57,3.06,1164,4281,6312,1911,3333,12163,12684,8658,4511,35340,22411,312,1920,11188,1855,4284,7436,9219,3580,3580,605
2286,polk,tennessee,1856,4108,1252,5097,6520,0.1920245399,0.7817484663,1571,1925,3923,2724,11,11,2124,4267,110,Polk,-84.515542,35.126323,TN,16690,16346,376,NA,NA,6311,2.61,3.15,169,900,575,1615,1834,4534,1786,768,421,7398,6032,5,366,1460,626,1734,1676,1882,260,260,42
2287,polk,texas,4836,14019,7123,26587,34444,0.2067994426,0.771890605,774,1823,13778,6954,21,21,6215,13703,179,Polk,-94.830439,30.797514,TX,45590,37703,605,5155,309,16789,2.48,2.99,528,2416,1302,2842,5307,12269,6914,2269,1183,16901,20257,78,465,3592,2220,4133,5303,3904,919,919,166
2288,polk,wisconsin,10054,12075,7568,13864,22691,0.3335243048,0.6109911419,2168,631,11895,11178,36,36,10876,11282,420,Polk,-92.442921,45.46006,WI,44310,43036,1018,NA,NA,18170,2.42,2.88,513,2705,1836,795,1846,12397,6983,3935,1703,23685,11386,46,999,5755,972,2976,5172,6638,1688,1688,268
2289,pondera,montana,969,1666,737,1786,2692,0.2737741456,0.6634472511,53,1066,1852,956,8,8,1224,1583,72,Pondera,-112.219495,48.235385,MT,6145,5049,643,NA,NA,2311,2.65,3.36,45,374,206,343,215,1313,1095,599,209,2837,1952,2,264,955,230,577,680,620,156,156,33
2290,pontotoc,mississippi,2785,9403,2123,9442,11811,0.1797476928,0.7994242655,2351,2037,8375,2591,29,29,2951,9656,159,Pontotoc,-89.036823,34.227506,MS,29523,23973,486,3955,299,10200,2.86,3.39,426,1668,1227,1887,2646,7051,3478,1319,841,13748,8618,28,186,3044,1090,2323,3034,2860,669,669,94
2291,pontotoc,oklahoma,3934,8921,3633,10420,14814,0.2452409883,0.7033886864,2249,1350,9647,5165,26,26,4511,9749,0,Pontotoc,-96.69403,34.723619,OK,36644,26818,234,904,50,14782,2.38,2.92,546,1811,3417,1339,2314,7324,5444,3371,2779,18511,10527,9,521,5869,1575,3638,4143,3741,1130,1130,281
2292,pope,arkansas,5108,14733,4818,15694,21545,0.223624971,0.7284288698,96,1554,13614,7100,58,58,5986,15535,509,Pope,-93.035762,35.446432,AR,60460,55304,712,1905,372,22535,2.59,3.06,880,3341,5473,2875,3937,13266,8335,5166,2405,29874,18113,38,899,7265,2028,4968,7007,5925,1757,1757,315
2293,pope,illinois,649,1511,374,1678,2132,0.1754221388,0.787054409,288,2005,1500,918,6,6,842,1339,42,Pope,-88.573214,37.411349,IL,4426,4188,116,NA,NA,1847,2.31,2.83,36,461,154,249,212,1098,926,143,113,1934,1755,0,99,299,116,387,622,587,120,120,0
2294,pope,minnesota,2981,3142,2106,3793,6294,0.3346043851,0.6026374325,585,600,3303,3301,30,30,3317,3068,131,Pope,-95.447317,45.593381,MN,11064,10872,881,NA,NA,4824,2.24,2.75,107,638,280,396,419,3071,1640,1086,377,5974,3094,33,482,1871,297,844,1411,1656,393,393,111
2295,poquoson,virginia,1679,5312,1599,5089,7114,0.224768063,0.7153500141,1452,1486,5004,1424,4,4,1748,5229,74,Poquoson city,-76.290436,37.153396,VA,12099,11579,528,NA,NA,4524,2.67,2.96,121,949,633,207,295,2047,1925,1732,1225,6339,3133,18,260,2675,224,341,766,1378,1067,1067,343
2296,portage,ohio,38082,34465,31463,38978,73968,0.425359615,0.5269576033,2386,31,35054,39915,131,131,32160,26959,1184,Portage,-81.197599,41.171,OH,159943,147890,475,6336,560,61819,2.46,2.97,1765,8780,20828,2088,7627,39875,19945,15840,9285,89242,40515,530,2378,24756,5270,9607,15793,20717,6901,6901,1347
2297,portage,wisconsin,22052,16599,18524,17310,38123,0.4859008997,0.4540566062,207,782,16546,21861,45,45,24815,13807,666,Portage,-89.498457,44.47567,WI,69437,65575,236,NA,NA,27573,2.39,2.9,890,3437,10049,1732,2379,15478,8225,7937,3709,38805,17667,146,1169,11200,1837,4732,6804,9892,2912,2912,692
2298,porter,indiana,36950,34197,33531,38719,76492,0.438359567,0.5061836532,1925,2221,34688,29313,128,128,39046,33796,798,Porter,-87.070626,41.508393,IN,162026,150082,789,4463,493,61370,2.59,3.11,1997,9692,11439,2654,6696,38208,23636,17426,9563,84207,42778,1240,2668,25143,3183,8168,13969,21744,9948,9948,1783
2299,portsmouth,virginia,28994,12407,28462,12773,43000,0.6619069767,0.2970465116,499,956,15212,24112,32,32,32322,13983,282,Portsmouth city,-76.35641,36.855534,VA,96785,41165,564,50442,839,37325,2.49,3.12,1755,5304,6566,3717,7740,19315,15598,7665,4034,49638,26415,835,2330,13104,2771,6664,10895,12368,3243,3243,416
2300,posey,indiana,4531,7427,3515,8393,12448,0.2823746787,0.6742448586,1854,1072,7829,4084,33,33,5820,6794,139,Posey,-87.86129,38.024092,IN,26100,25290,104,NA,NA,10035,2.56,3.04,364,1710,1293,573,1365,7165,3683,2124,1139,13930,6655,0,299,3710,641,1238,2452,3723,1513,1513,195
2301,pottawatomie,kansas,2291,6692,2191,7451,10359,0.2115069022,0.7192779226,1943,1570,6210,2147,28,28,2552,6816,301,Pottawatomie,-96.333887,39.379536,KS,20781,19588,287,NA,NA,7764,2.66,3.19,361,1273,868,227,741,4082,3328,2555,1187,11002,4485,16,594,3328,359,1179,2051,2823,842,842,191
2302,pottawatomie,oklahoma,7182,16240,6005,17826,25417,0.2362591966,0.7013416217,183,1377,17212,8636,31,31,7906,17728,0,Pottawatomie,-96.944952,35.201997,OK,68751,53209,391,2070,1151,25069,2.65,3.14,781,3946,4672,1751,5597,16460,10131,4993,2382,31585,21834,51,1072,8486,2516,5358,7262,7396,1911,1911,262
2303,pottawattamie,iowa,19347,21751,15341,24441,42226,0.3633069673,0.5788140009,2635,402,23521,16410,42,42,20226,21161,459,Pottawattamie,-95.54589,41.33965,IA,91928,86135,777,1280,304,36325,2.46,2.95,1387,5548,4590,2426,4590,23331,14359,7422,3108,50284,21967,244,2085,13215,2209,6124,10258,12274,4018,4018,556
2304,potter,pennsylvania,1892,5199,1300,6247,7777,0.1671595731,0.8032660409,1874,2095,5602,2244,33,33,2277,5073,98,Potter,-77.899596,41.743791,PA,17583,17228,749,NA,NA,7291,2.37,2.8,221,1037,485,501,1280,6132,1852,1023,496,7903,6232,12,403,1946,504,1835,2127,2189,416,416,106
2305,potter,south dakota,339,1029,215,1069,1335,0.1610486891,0.8007490637,2564,2109,1143,463,6,6,482,937,21,Potter,-99.949695,45.064126,SD,2380,2352,10,NA,NA,1019,2.33,2.88,20,153,64,113,115,680,341,279,71,1242,738,3,162,416,80,229,297,320,63,63,17
2306,potter,texas,7114,18905,7620,19499,28330,0.2689728203,0.6882809742,187,1190,21033,7487,27,27,8932,20741,250,Potter,-101.894774,35.397205,TX,120124,88231,193,12139,475,41422,2.84,3.52,2253,7041,6400,8324,10032,20984,19690,7771,3441,58890,31227,538,1027,13026,4395,9753,12202,11092,2629,2629,639
2307,powderriver,montana,170,833,127,880,1047,0.1212989494,0.8404966571,2388,2326,856,154,8,8,207,797,23,Powder River,-105.635985,45.382303,MT,1659,1586,55,NA,NA,688,2.4,2.88,40,137,48,37,57,386,404,135,52,917,437,0,196,382,82,158,186,191,51,51,18
2308,powell,kentucky,1620,2726,1272,3513,4952,0.2568659128,0.7094103393,912,1328,2687,2249,11,11,2065,2867,70,Powell,-83.826033,37.830272,KY,12786,12509,972,NA,NA,4701,2.65,3.06,244,692,338,1241,1241,3876,867,459,424,5048,4827,39,126,1111,793,1092,1344,1195,198,198,12
2309,powell,montana,884,1798,549,2017,2768,0.1983381503,0.7286849711,424,1670,1968,751,12,12,1021,1679,109,Powell,-112.941271,46.850339,MT,7077,6556,657,NA,NA,2397,2.39,2.7,94,400,232,181,406,2242,1109,719,273,2863,3177,32,132,841,199,513,840,688,117,117,15
2310,power,idaho,982,1870,699,1666,2758,0.253444525,0.6040609137,2699,903,2105,829,7,7,1027,1754,61,Power,-112.837967,42.687609,ID,7633,6814,449,NA,NA,2598,2.89,3.26,158,633,174,427,385,1410,1101,598,257,3671,1922,19,141,1082,182,416,941,855,151,151,23
2311,poweshiek,iowa,5307,4409,4272,4936,9693,0.440730424,0.5092334675,2224,2244,4933,4999,11,11,5441,4331,139,Poweshiek,-92.53189,41.69448,IA,19012,18105,1089,NA,NA,7650,2.23,2.79,168,968,2372,310,673,5328,2304,1604,1099,10548,4960,8,1068,3367,633,1242,1869,2681,851,851,184
2312,powhatan,virginia,4066,11192,4057,11875,16794,0.2415743718,0.707097773,2443,1378,8955,3112,12,12,4237,10088,110,Powhatan,-77.916362,37.54606,VA,27758,21971,1112,5338,1113,8637,2.46,2.79,200,1435,611,1096,3128,6448,4056,2855,1628,10676,11668,63,543,4376,371,866,1636,3070,1655,1655,447
2313,prairie,arkansas,877,2149,812,2503,3404,0.2385428907,0.7353113984,590,1518,2029,1554,23,23,1048,2223,110,Prairie,-91.557246,34.827607,AR,8839,7548,171,1181,631,3563,2.45,2.91,87,490,197,517,853,3096,877,507,212,3876,3235,0,161,1056,427,822,1203,884,174,174,18
2314,prairie,montana,167,518,100,555,686,0.1457725948,0.8090379009,1769,2174,546,181,4,4,211,503,21,Prairie,-105.372898,46.853428,MT,1089,1068,27,NA,NA,497,2.17,2.65,11,60,24,67,58,294,223,92,22,538,431,10,75,249,50,124,174,120,18,18,11
2315,pratt,kansas,974,2730,769,2824,3806,0.2020493957,0.7419863374,829,1706,3075,1181,12,12,1265,2765,73,Pratt,-98.739785,37.647726,KS,9670,9202,27,NA,NA,3979,2.26,2.89,105,597,772,279,394,1900,1765,875,585,5140,2573,3,197,1608,292,873,1090,1341,258,258,69
2316,preble,ohio,6005,13202,4323,15376,20475,0.2111355311,0.750964591,116,1705,13512,7165,45,45,6846,13340,432,Preble,-84.652255,39.742384,OH,42502,41678,749,NA,NA,16392,2.56,3.03,455,2662,1895,1052,3092,13130,6141,2230,1226,22030,11277,54,439,5085,1132,2498,4615,6037,1505,1505,316
2317,prentiss,mississippi,2817,7075,2067,7647,9871,0.2094012765,0.7746935468,2014,1824,6503,3306,15,15,3020,7703,221,Prentiss,-88.518589,34.613446,MS,25411,21604,141,3384,472,9570,2.58,3.09,155,1226,1605,1631,2783,5331,3156,1250,690,11197,8903,28,66,2467,1331,2558,2886,2309,421,421,36
2318,presidio,texas,1273,504,1458,652,2203,0.6618247844,0.2959600545,2484,961,713,1156,8,8,1250,489,15,Presidio,-104.229258,29.998304,TX,7703,5980,730,NA,NA,2617,2.94,3.92,97,578,126,1792,417,1058,604,617,233,3406,2280,0,166,810,488,663,721,600,78,78,56
2319,presqueisle,michigan,3192,3794,2400,4486,7215,0.3326403326,0.6217602218,841,676,3982,3432,18,18,3719,3605,177,Presque Isle,-83.458599,45.32161,MI,13697,13371,482,NA,NA,6332,2.16,2.61,87,646,452,473,1068,4204,2391,1017,490,5786,5770,31,280,1361,538,1487,2208,1727,258,258,59
2320,preston,west virginia,2916,7841,2462,9501,12611,0.1952263897,0.7533898977,2297,1787,7813,3944,35,35,4190,7299,264,Preston,-79.668297,39.469459,WV,32976,31353,292,1166,96,12850,2.4,2.86,398,1752,924,1669,2488,11962,3602,1908,856,14702,12515,59,294,3024,938,3043,3858,4074,719,719,123
2321,price,wisconsin,3882,3879,2671,4562,7560,0.3533068783,0.6034391534,739,525,4311,4349,44,44,4559,3458,157,Price,-90.36148,45.680277,WI,14452,14135,881,NA,NA,6825,2.09,2.59,152,793,478,326,815,4850,2190,1165,481,7588,4365,3,300,1864,510,1504,2111,2169,390,390,72
2322,princeedward,virginia,5132,3952,4590,4099,9113,0.5036760672,0.4497969933,1862,1701,3571,3632,11,11,5101,4174,107,Prince Edward,-78.44307,37.218313,VA,22723,14243,1111,7994,337,7314,2.66,3.39,146,1345,4767,864,1505,5447,1943,1364,961,10521,8663,81,352,2673,839,1392,2411,1964,460,460,126
2323,princegeorge,virginia,7671,9350,6419,9157,16140,0.3977075589,0.5673482032,1148,250,8131,5066,13,13,7130,8752,108,Prince George,-77.221211,37.186767,VA,35129,21921,287,11495,335,10474,2.83,3.21,169,2237,1682,1047,2145,8522,5902,2522,1421,17302,10710,588,1469,4141,435,807,2843,3801,1920,1920,246
2324,princegeorges,maryland,317342,32236,313627,29290,351091,0.8932926221,0.0834256646,1200,2471,50594,236698,223,223,323105,37969,2175,Prince George's,-76.849126,38.8303,MD,854722,188554,424,550559,130,301906,2.76,3.37,13382,51023,85388,36694,41099,153594,119933,95944,66232,496739,173571,77113,11971,173857,11180,23957,61284,109361,56648,56648,15278
2325,princewilliam,virginia,103161,74371,83093,54065,144854,0.5736327613,0.3732378809,1229,354,69776,61271,75,75,93386,67589,1148,Prince William,-77.477783,38.70405,VA,379415,223708,350,74619,30,124879,3,3.38,6567,24029,25936,13337,13998,52376,51328,53776,34624,213779,66689,10570,7791,83719,2757,6625,18347,41048,28082,28082,12204
2326,providence,rhode island,156022,74344,141597,90321,241818,0.585551944,0.3735081756,1914,396,82337,144811,311,300,154526,72890,3727,Providence,-71.579802,41.8718,RI,628413,465026,374,54584,158,238059,2.51,3.19,8722,33596,62005,40125,46418,120383,70493,64096,41479,326791,178295,10386,8117,99346,22454,44000,55559,71927,28658,28658,6991
2327,prowers,colorado,1498,3200,1173,3508,4978,0.2356368019,0.704700683,962,1390,3382,1306,13,13,1464,3026,85,Prowers,-102.395291,37.955682,CO,12734,11555,477,NA,NA,4905,2.48,3.1,233,786,728,830,724,2319,1796,884,573,6370,3191,0,359,1916,579,1295,1258,1403,272,272,39
2328,pueblo,colorado,40624,31023,27945,27746,60112,0.4648822199,0.4615717328,798,9,30665,34654,131,131,38074,28523,994,Pueblo,-104.506384,38.152996,CO,156244,127486,163,2847,484,61418,2.47,3.06,2114,9222,11008,4532,10152,30466,25887,14138,7361,72666,49250,413,2439,19435,6198,13078,17216,18079,4833,4833,1053
2329,pulaski,arkansas,87055,68856,89377,61182,157728,0.5666527186,0.3878956178,1186,278,65052,81291,136,136,88632,70094,2270,Pulaski,-92.310815,34.7701,AR,377060,226923,43,130584,978,155160,2.38,3.02,5689,19744,26331,9771,19769,69513,58552,48153,28685,199429,95751,2216,5438,69837,13684,28188,42750,45090,14718,14718,5455
2330,pulaski,georgia,1219,2444,1104,2436,3598,0.3068371317,0.6770428016,311,984,2202,1294,5,5,1377,2553,23,Pulaski,-83.473603,32.237077,GA,11632,7711,854,3825,861,4188,2.47,3.07,163,601,602,358,1532,3814,1510,304,156,5122,4610,0,102,831,368,1059,1306,1136,251,251,13
2331,pulaski,illinois,1389,1562,817,1583,2473,0.3303679741,0.6401132228,2411,751,1720,1372,11,11,1636,1592,39,Pulaski,-89.131179,37.227822,IL,6262,4062,1095,2003,714,2529,2.44,2.95,115,440,294,399,484,1484,892,303,193,2571,2303,28,55,582,360,640,774,493,191,191,50
2332,pulaski,indiana,1899,3366,1327,3854,5437,0.2440684201,0.7088467905,1060,1375,3797,1750,15,15,2466,3368,102,Pulaski,-86.694563,41.037371,IN,13596,13247,569,NA,NA,5105,2.63,3.09,165,915,599,309,987,4281,1831,846,406,6328,4238,61,243,1745,342,974,1574,1710,403,403,43
2333,pulaski,kentucky,4976,20714,4208,22900,28015,0.1502052472,0.8174192397,725,2186,19535,5829,57,57,5590,19862,314,Pulaski,-84.576486,37.102592,KY,62062,59572,385,NA,NA,25872,2.37,2.87,739,3410,2933,5217,5130,15926,7478,3442,2841,26976,22681,131,613,6946,3883,6496,7263,5878,1512,1512,577
2334,pulaski,missouri,4199,9092,2918,9870,13443,0.2170646433,0.7342111136,2280,1611,8618,3550,10,10,5251,9551,198,Pulaski,-92.208876,37.824976,MO,49114,37975,600,5785,439,15412,2.58,3.22,897,3010,4872,1111,1987,8888,6701,3001,1804,28810,9920,129,8619,4672,1417,2531,4865,5169,1159,1159,60
2335,pulaski,virginia,5287,8917,4170,10314,15112,0.2759396506,0.6825039704,2138,1137,8769,5310,13,13,5918,8857,252,Pulaski,-80.713855,37.063187,VA,34963,32363,282,1932,371,14898,2.27,2.75,425,1639,1554,1861,3485,8631,5198,2480,1064,17105,11910,14,362,4136,1244,3382,4295,4639,1061,1061,48
2336,pushmataha,oklahoma,1043,3087,748,3581,4483,0.1668525541,0.7987954495,1194,2082,2862,1934,17,17,1265,3208,0,Pushmataha,-95.364329,34.415152,OK,11500,8672,703,NA,NA,4755,2.37,2.96,115,623,208,565,992,3307,1684,620,305,4797,4360,0,332,1273,841,1425,1301,1027,136,136,11
2337,putnam,florida,11666,19326,9920,21873,32652,0.3038098738,0.6698823962,190,962,18305,12409,55,55,13201,19586,297,Putnam,-81.740382,29.605267,FL,74715,58863,864,12294,462,29168,2.49,3,860,3426,1961,3402,7834,21147,9254,4049,2204,30370,29122,5,706,6253,3717,6859,8363,7837,1701,1701,251
2338,putnam,georgia,2917,6210,2745,6516,9431,0.2910613933,0.6909129467,1549,1112,5187,2876,11,11,3102,5966,59,Putnam,-83.373019,33.320571,GA,20925,14507,588,5826,1165,8467,2.44,2.92,220,1017,1025,960,1935,5241,2814,1778,990,9588,7330,108,501,2335,783,1818,2411,2276,708,708,298
2339,putnam,illinois,1558,1500,1143,1762,3076,0.3715864759,0.5728218466,2148,359,1623,1704,8,8,1900,1376,59,Putnam,-89.282204,41.203306,IL,5982,5749,800,NA,NA,2535,2.36,2.84,52,273,194,99,381,1561,1054,421,216,3295,1530,0,164,640,117,390,620,908,410,410,48
2340,putnam,indiana,4504,9004,3356,10637,14680,0.2286103542,0.7245912807,2344,1515,8906,4099,29,29,6331,8085,209,Putnam,-86.843561,39.667443,IN,38048,35720,964,1460,956,12785,2.58,3.05,484,2210,3389,837,2826,9864,5156,2254,2070,17509,13528,14,724,4743,683,2187,3631,4634,1207,1207,135
2341,putnam,missouri,587,1673,352,1936,2342,0.1502988898,0.8266438941,510,2217,1659,771,9,9,695,1591,53,Putnam,-93.016703,40.478996,MO,5040,4894,1077,NA,NA,2224,2.26,2.62,43,289,168,171,321,1517,643,302,237,2457,1532,15,185,779,215,548,790,578,45,45,39
2342,putnam,new york,17851,22436,17363,25241,44186,0.3929525189,0.5712442855,2457,276,25147,18067,86,86,19371,23545,383,Putnam,-73.746355,41.431417,NY,99545,88916,979,2076,395,34907,2.71,3.14,1148,6692,4980,1451,2857,19790,12503,14971,10865,52259,26314,3381,2184,21092,1019,2486,5477,10801,7713,7713,3630
